 row no., facName, population, binInc , 1 , 2 , 3 , 4 , 5 , 6 , 7 , 8 , 9 , 10  
781,Navrongo Health Centre,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
782,Afife Health Centre,40001, 10.8, 0, 0, 0, 0, 0, 0, 0.191246, 0.315394, 0.417721, 0.0783034
783,Ve Golokwati Health Centre,74700, 18.7, 0.031163, 0.124652, 0.186016, 0.182435, 0.188401, 0.101271, 0.0702525, 0.0509654, 0.0436949, 0.0239416
784,Gambia Health Centre,34542, 45.6, 0.0141316, 0.0484968, 0.0802254, 0.122777, 0.148106, 0.14763, 0.148713, 0.151254, 0.090058, 0.0578661
785,Ama Tettehkrom CHPS,27362, 42.6, 0.0659142, 0.161037, 0.176985, 0.15168, 0.124584, 0.131913, 0.084284, 0.0586367, 0.0256543, 0.02199
786,Namasa CHPS,11057, 19.9, 0.0242581, 0.0808604, 0.11051, 0.126681, 0.16172, 0.172497, 0.142847, 0.0998886, 0.0678654, 0.0404341
787,Opoku Clinic,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
788,Bonikope Health Centre,37318, 9.4, 0.207468, 0, 0, 0, 0, 0, 0, 0, 0.207619, 0.587981
789,Dawa CHPS,3435, 14.3, 0.458766, 0, 0, 0, 0, 0, 0, 0, 0, 0.545313
790,Baika Health Centre,31702, 15.9, 0.0437281, 0.14168, 0.264906, 0.228659, 0.133837, 0.0712655, 0.0652285, 0.015829, 0.0333276, 0.00535236
791,Apuwongo CHPS,474, 3.2, 0, 0, 0, 0, 0.50109, 0, 0, 0, 0, 0.501104
792,Kanjarga Health Centre,18525, 31.3, 0.0141031, 0.109821, 0.217294, 0.263408, 0.170624, 0.145377, 0.0417421, 0.0225616, 0.0112808, 0.0112805
793,Shia Health Centre,11560, 31.2, 0.0374208, 0.0793109, 0.0838934, 0.162588, 0.194997, 0.214215, 0.0877237, 0.0649359, 0.0573792, 0.022922
794,Kpedze Polyclinic,40710, 15.2, 0.0513045, 0.153654, 0.220844, 0.243733, 0.109235, 0.10748, 0.0480003, 0.0297707, 0.0221751, 0.0146002
795,Shia Health Centre,11560, 31.2, 0.0374208, 0.0793109, 0.0838934, 0.162588, 0.194997, 0.214215, 0.0877237, 0.0649359, 0.0573792, 0.022922
796,St Paul (Akatsi) Hospital,168424, 15.9, 0.0652871, 0.138016, 0.129229, 0.0716447, 0.0752873, 0.128379, 0.123625, 0.110047, 0.0650455, 0.0962908
797,New Town Health Centre,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
798,Westside Medical Centre,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
799,Banhart Hospital,884, 4.3, 0.0916282, 0, 0, 0, 0.0916298, 0.0916282, 0, 0.183255, 0.18326, 0.366511
800,Adansi North District Hospital,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
801,Edubia Health Centre,29954, 52.3, 0.0927151, 0.254252, 0.2371, 0.121941, 0.0976935, 0.0770685, 0.0642877, 0.0375584, 0.0110298, 0.0109093
802,Manfo Health Centre,36061, 51.5, 0.156479, 0.200767, 0.122958, 0.0949448, 0.0995951, 0.0870373, 0.0972617, 0.0649797, 0.059247, 0.0197931
803,Wiamoase SDA Hospital,100903, 18.2, 0.0151706, 0.0799581, 0.0957888, 0.113235, 0.126331, 0.174892, 0.120268, 0.121109, 0.0755159, 0.0794266
804,Alice Maternity Clinic,223, 0.6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.00225
805,Patmos Medical Centre,625, 4.1, 0.20115, 0, 0.201154, 0, 0, 0.201158, 0, 0.201163, 0, 0.201167
806,Adamorobe CHPS,113056, 0.1, 1.00038, 0, 0, 0, 0, 0, 0, 0, 0, 0
807,Bethel (yilo Krobo) Maternity Home,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
808,Holy Spirit Polyclinic,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
809,Sempoa CHPS,53383, 22.8, 0.015685, 0.0535728, 0.0859541, 0.122578, 0.135985, 0.126842, 0.14398, 0.168448, 0.118776, 0.0369075
810,Agomeda Health Centre,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
811,Ayetepa CHPS,14925, 15.7, 0.166905, 0, 0, 0, 0, 0, 0.190317, 0.182311, 0.414692, 0.0492152
812,St Andrews Catholic Hospital,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
813,Sang Health Centre,58080, 38.5, 0.00974058, 0.0367984, 0.0919978, 0.108236, 0.113648, 0.13855, 0.176709, 0.180057, 0.133208, 0.024904
814,Brewaniase Health Centre,29108, 29, 0.0368126, 0.12467, 0.147498, 0.157718, 0.188652, 0.141788, 0.0706994, 0.0524881, 0.0489405, 0.0435099
815,New Ayoma Health Centre,18698, 19.5, 0.0231706, 0.169592, 0.22394, 0.208576, 0.124041, 0.111696, 0.059221, 0.0352432, 0.0207924, 0.0296319
816,Waya Health Centre,12054, 11.9, 0.00821231, 0.0574862, 0.0821231, 0.114972, 0.147822, 0.176564, 0.156035, 0.147825, 0.0821256, 0.0369595
817,Wegbe Kpalime Health Centre,46586, 14.4, 0.0220409, 0.0604401, 0.185101, 0.183011, 0.282367, 0.164368, 0.0542934, 0.0240986, 0.0141417, 0.0116179
818,Kwaku Boah CHPS,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
819,Princess Health Centre,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
820,Datano CHPS,8006, 25.4, 0.0326763, 0.0980291, 0.130705, 0.130704, 0.0980268, 0.0980282, 0.0653519, 0.0796974, 0.139917, 0.132992
821,Family Care Hospital,47834, 6.6, 0.0354694, 0.186721, 0.133028, 0.130103, 0.121788, 0.084703, 0.111734, 0.0968615, 0.0531386, 0.0473771
822,Namong SDA Hospital,85383, 31.5, 0.0643792, 0.138991, 0.14519, 0.151078, 0.158823, 0.148012, 0.0868007, 0.0617936, 0.0318491, 0.0177543
823,Anum Boso Salvation Army Clinic,12886, 15.9, 0.123502, 0.315668, 0.274298, 0.185157, 0.0442947, 0.0204852, 0.00433646, 0.000412854, 0.0247923, 0.00956553
824,Oterkpolu Health Centre,7441, 7.6, 0, 0.0468731, 0.0937462, 0.163151, 0.138254, 0.13917, 0.139975, 0.0937486, 0.117186, 0.0703126
825,Oyoko (New Juabeng) Health Centre,74059, 0.1, 1.00032, 0, 0, 0, 0, 0, 0, 0, 0, 0
826,Presbyterian Health Centre - Abetifi,2480, 7.4, 0.0501152, 0.200461, 0.200463, 0.0501161, 0.200465, 0.0501152, 0.100233, 0.0501143, 0, 0.100231
827,Kofi-Kope CHPS,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
828,Mobole CHPS,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
829,Nyaho Medical Centre,219327, 0.1, 1.00017, 0, 0, 0, 0, 0, 0, 0, 0, 0
830,Pantang RCH Clinic,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
831,SDA Hospital,53777, 0.1, 1.00033, 0, 0, 0, 0, 0, 0, 0, 0, 0
832,Nakpale Health Centre,124264, 29.6, 0.012907, 0.0462621, 0.0766286, 0.10712, 0.134396, 0.169966, 0.171609, 0.151008, 0.104598, 0.0297157
833,Salaga Health Centre,20045, 51.4, 0.0224151, 0.0696094, 0.121531, 0.156807, 0.224605, 0.211183, 0.128112, 0.0552238, 0.0234452, 0.0109869
834,Bazua Health Centre,27286, 41.2, 0.0515876, 0.137567, 0.182227, 0.163157, 0.117988, 0.101857, 0.0722657, 0.043736, 0.0637947, 0.0693358
835,Sokabisi Health Centre,4780, 10.7, 0, 0.134381, 0, 0.268761, 0.128831, 0.201572, 0.0671914, 0.132789, 0, 0.0671973
836,St. Theresah Health Centre,3081, 11, 0, 0.0770884, 0.154174, 0, 0.308356, 0.0770907, 0, 0.30836, 0, 0.077086
837,Wagliga CHPS,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
838,Yikene CHPS,2889, 6.8, 0, 0, 0.22233, 0, 0, 0.333492, 0.111165, 0, 0.111168, 0.222317
839,Zuarungu-moshie Health Centre,2318, 7.4, 0, 0, 0.190746, 0.105611, 0, 0.182983, 0, 0.276955, 0.138557, 0.107265
840,Wogu CHPS,5679, 15.8, 0.0612355, 0.136079, 0.183706, 0.156487, 0.136067, 0.0884309, 0.0816234, 0.0555804, 0.0498606, 0.0670444
841,Ahunda Health Centre,10795, 13.5, 0.0137539, 0.0596002, 0.119201, 0.165047, 0.212308, 0.14213, 0.123794, 0.0779497, 0.0687821, 0.0275133
842,Kpotame Health Centre,31941, 10.9, 0, 0, 0, 0, 0, 0, 0, 0.224272, 0.258721, 0.519693
843,Mater Ecclesiae Hospital,25122, 7.1, 0.0138644, 0.0831588, 0.0787091, 0.122467, 0.15359, 0.13109, 0.0937161, 0.174056, 0.0775419, 0.0732568
844,Akyekyere CHPS,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
845,Beposo Health Centre,3217, 11.6, 0.0274315, 0.0746937, 0.122433, 0.168386, 0.159389, 0.185707, 0.0687706, 0.0595416, 0.118387, 0.0226085
846,Dzolokpuita Health Centre,32380, 11, 0.0215038, 0.107519, 0.11827, 0.150442, 0.150175, 0.156508, 0.114033, 0.0734497, 0.0710452, 0.0376598
847,Koraso Health Center,24235, 16.2, 0.068954, 0.114922, 0.137901, 0.107251, 0.0919262, 0.107244, 0.0995797, 0.0919169, 0.0995734, 0.0842513
848,Sappor CHPS,17223, 8.8, 0.0264127, 0.0529264, 0.124165, 0.123882, 0.0832046, 0.205684, 0.175371, 0.117046, 0.0583807, 0.0348867
849,Zono CHPS,1855, 12.9, 0.0988014, 0, 0.160809, 0.0586477, 0.130553, 0.111145, 0.110804, 0.113578, 0.110809, 0.110811
850,New Winneba CHPS,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
851,Ehiamankyene (fanteakwa) CHPS,9290, 13.4, 0.0136083, 0.0544332, 0.068042, 0.0949151, 0.179391, 0.107467, 0.173797, 0.142178, 0.0963432, 0.0732012
852,Nchiraa Health Center,15145, 12.3, 0.023337, 0.070011, 0.0991822, 0.17497, 0.155052, 0.144126, 0.113638, 0.0961557, 0.0585402, 0.0696182
853,Juabo CHPS,114644, 20, 0.084308, 0, 0, 0.256815, 0.175501, 0.0068685, 0.38257, 0.089329, 0.00946691, 0.00335187
